country,year,info
dahomey,1973,
dahomey,1974,
dahomey,1975,
dahomey (see council of the entente),1947,
dahomey (see council of the entente),1952,
dahomey (see council of the entente),1956,
dahomey (see council of the entente),1957,
dahomey (see council of the entente),1958,
dahomey (see council of the entente),1959,
dahomey (see council of the entente),1960,
dahomey (see council of the entente),1961,
dahomey (see council of the entente),1962,
dahomey (see council of the entente),1963,
dahomey (see council of the entente),1964,
dahomey (see council of the entente),1965,
dahomey (see council of the entente),1966,
dahomey (see council of the entente),1967,
dahomey (see council of the entente),1968,
dahomey (see council of the entente),1969,
dahomey (see council of the entente),1970,
dahomey (see council of the entente),1971,
dahomey (see council of the entente),1972,
dahomey (see council of the entente),1973,
dahomey (see council of the entente),1974,
dahomey (see council of the entente),1975,
democratic people's republic of korea,1947,
democratic people's republic of korea,1952,
democratic people's republic of korea,1956,
democratic people's republic of korea,1957,
democratic people's republic of korea,1958,
democratic people's republic of korea,1959,
democratic people's republic of korea,1960,
democratic people's republic of korea,1961,
democratic people's republic of korea,1962,
democratic people's republic of korea,1963,
democratic people's republic of korea,1964,
democratic people's republic of korea,1965,
democratic people's republic of korea,1966,
democratic people's republic of korea,1967,
democratic people's republic of korea,1968,
democratic people's republic of korea,1969,
democratic people's republic of korea,1970,
democratic people's republic of korea,1971,
democratic people's republic of korea,1972,
democratic people's republic of korea,1973,
democratic people's republic of korea,1974,
democratic people's republic of korea,1975,
democratic republic of the congo,1947,
democratic republic of the congo,1952,
democratic republic of the congo,1956,
democratic republic of the congo,1957,
democratic republic of the congo,1958,
democratic republic of the congo,1959,
democratic republic of the congo,1960,
democratic republic of the congo,1961,
democratic republic of the congo,1962,
democratic republic of the congo,1963,
democratic republic of the congo,1964,
democratic republic of the congo,1965,
democratic republic of the congo,1966,
democratic republic of the congo,1967,
democratic republic of the congo,1968,
democratic republic of the congo,1969,
democratic republic of the congo,1970,
democratic republic of the congo,1971,
democratic republic of the congo,1972,
democratic republic of the congo,1973,
democratic republic of the congo,1974,
democratic republic of the congo,1975,
democratic republic of vietnam (north vietnam),1947,
democratic republic of vietnam (north vietnam),1952,
democratic republic of vietnam (north vietnam),1956,
democratic republic of vietnam (north vietnam),1957,
democratic republic of vietnam (north vietnam),1958,
democratic republic of vietnam (north vietnam),1959,
democratic republic of vietnam (north vietnam),1960,
democratic republic of vietnam (north vietnam),1961,
democratic republic of vietnam (north vietnam),1962,
democratic republic of vietnam (north vietnam),1963,
democratic republic of vietnam (north vietnam),1964,
democratic republic of vietnam (north vietnam),1965,
democratic republic of vietnam (north vietnam),1966,
democratic republic of vietnam (north vietnam),1967,
democratic republic of vietnam (north vietnam),1968,
democratic republic of vietnam (north vietnam),1969,
democratic republic of vietnam (north vietnam),1970,
democratic republic of vietnam (north vietnam),1971,
democratic republic of vietnam (north vietnam),1972,
democratic republic of vietnam (north vietnam),1973,
democratic republic of vietnam (north vietnam),1974,
democratic republic of vietnam (north vietnam),1975,
denmark,1947,
denmark,1952,
denmark,1956,
denmark,1957,
denmark,1958,
denmark,1959,
denmark,1960,
denmark,1961,
denmark,1962,
denmark,1963,
denmark,1964,
denmark,1965,
denmark,1966,
denmark,1967,
denmark,1968,
denmark,1969,
denmark,1970,
denmark,1971,
denmark,1972,
denmark,1973,
denmark,1974,
denmark,1975,
djibouti,1947,
djibouti,1952,
djibouti,1956,
djibouti,1957,
djibouti,1958,
djibouti,1959,
djibouti,1960,
djibouti,1961,
djibouti,1962,
djibouti,1963,
djibouti,1964,
djibouti,1965,
djibouti,1966,
djibouti,1967,
djibouti,1968,
djibouti,1969,
djibouti,1970,
djibouti,1971,
djibouti,1972,
djibouti,1973,
djibouti,1974,
djibouti,1975,
dominican republic,1947,
dominican republic,1952,
dominican republic,1956,
dominican republic,1957,
dominican republic,1958,
dominican republic,1959,
dominican republic,1960,
dominican republic,1961,
dominican republic,1962,
dominican republic,1963,
dominican republic,1964,
dominican republic,1965,
dominican republic,1966,
dominican republic,1967,
dominican republic,1968,
dominican republic,1969,
dominican republic,1970,
dominican republic,1971,
dominican republic,1972,
dominican republic,1973,
dominican republic,1974,
dominican republic,1975,
east germany,1947,
east germany,1952,
east germany,1956,
east germany,1957,
east germany,1958,
east germany,1959,
east germany,1960,
east germany,1961,
east germany,1962,
east germany,1963,
east germany,1964,
east germany,1965,
east germany,1966,
east germany,1967,
east germany,1968,
east germany,1969,
east germany,1970,
east germany,1971,
east germany,1972,
east germany,1973,
east germany,1974,
east germany,1975,
ecuador,1947,
ecuador,1952,
ecuador,1956,
ecuador,1957,
ecuador,1958,
ecuador,1959,
ecuador,1960,
ecuador,1961,
ecuador,1962,
ecuador,1963,
ecuador,1964,
ecuador,1965,
ecuador,1966,
ecuador,1967,
ecuador,1968,
ecuador,1969,
ecuador,1970,
ecuador,1971,
ecuador,1972,
ecuador,1973,
ecuador,1974,
ecuador,1975,
egypt,1947,
egypt,1952,
egypt,1956,
egypt,1957,
egypt,1958,
egypt,1959,
egypt,1960,
egypt,1961,
egypt,1962,
egypt,1963,
egypt,1964,
egypt,1965,
egypt,1966,
egypt,1967,
egypt,1968,
egypt,1969,
egypt,1970,
egypt,1971,
egypt,1972,
egypt,1973,
egypt,1974,
egypt,1975,
egypt (see uar),1947,
egypt (see uar),1952,
egypt (see uar),1956,
egypt (see uar),1957,
egypt (see uar),1958,
egypt (see uar),1959,
egypt (see uar),1960,
egypt (see uar),1961,
egypt (see uar),1962,
egypt (see uar),1963,
egypt (see uar),1964,
egypt (see uar),1965,
egypt (see uar),1966,
egypt (see uar),1967,
egypt (see uar),1968,
egypt (see uar),1969,
egypt (see uar),1970,
egypt (see uar),1971,
egypt (see uar),1972,
egypt (see uar),1973,
egypt (see uar),1974,
egypt (see uar),1975,
el salvador,1947,
el salvador,1952,
el salvador,1956,
el salvador,1957,
el salvador,1958,
el salvador,1959,
el salvador,1960,
el salvador,1961,
el salvador,1962,
el salvador,1963,
el salvador,1964,
el salvador,1965,
el salvador,1966,
el salvador,1967,
el salvador,1968,
el salvador,1969,
el salvador,1970,
el salvador,1971,
el salvador,1972,
el salvador,1973,
el salvador,1974,
el salvador,1975,
equatorial guinea,1947,
equatorial guinea,1952,
equatorial guinea,1956,
equatorial guinea,1957,
equatorial guinea,1958,
equatorial guinea,1959,
equatorial guinea,1960,
equatorial guinea,1961,
equatorial guinea,1962,
equatorial guinea,1963,
equatorial guinea,1964,
equatorial guinea,1965,
equatorial guinea,1966,
equatorial guinea,1967,
equatorial guinea,1968,
equatorial guinea,1969,
equatorial guinea,1970,
equatorial guinea,1971,
equatorial guinea,1972,
equatorial guinea,1973,
equatorial guinea,1974,
equatorial guinea,1975,
ethiopia,1947,
ethiopia,1952,
ethiopia,1956,
ethiopia,1957,
ethiopia,1958,
ethiopia,1959,
ethiopia,1960,
ethiopia,1961,
ethiopia,1962,
ethiopia,1963,
ethiopia,1964,
ethiopia,1965,
ethiopia,1966,
ethiopia,1967,
ethiopia,1968,
ethiopia,1969,
ethiopia,1970,
ethiopia,1971,
ethiopia,1972,
ethiopia,1973,
ethiopia,1974,
ethiopia,1975,
federal republic of germany,1947,
federal republic of germany,1952,
federal republic of germany,1956,
federal republic of germany,1957,
federal republic of germany,1958,
federal republic of germany,1959,
federal republic of germany,1960,
federal republic of germany,1961,
federal republic of germany,1962,
federal republic of germany,1963,
federal republic of germany,1964,
federal republic of germany,1965,
federal republic of germany,1966,
federal republic of germany,1967,
federal republic of germany,1968,
federal republic of germany,1969,
federal republic of germany,1970,
federal republic of germany,1971,
federal republic of germany,1972,
federal republic of germany,1973,
federal republic of germany,1974,
federal republic of germany,1975,
federation of malaya,1947,
federation of malaya,1952,
federation of malaya,1956,
federation of malaya,1957,
federation of malaya,1958,
federation of malaya,1959,
federation of malaya,1960,
federation of malaya,1961,
federation of malaya,1962,
federation of malaya,1963,
federation of malaya,1964,
federation of malaya,1965,
federation of malaya,1966,
federation of malaya,1967,
federation of malaya,1968,
federation of malaya,1969,
federation of malaya,1970,
federation of malaya,1971,
federation of malaya,1972,
federation of malaya,1973,
federation of malaya,1974,
federation of malaya,1975,
federation of rhodesia and nyasaland,1947,
federation of rhodesia and nyasaland,1952,
federation of rhodesia and nyasaland,1956,
federation of rhodesia and nyasaland,1957,
federation of rhodesia and nyasaland,1958,
federation of rhodesia and nyasaland,1959,
federation of rhodesia and nyasaland,1960,
federation of rhodesia and nyasaland,1961,
federation of rhodesia and nyasaland,1962,
federation of rhodesia and nyasaland,1963,
federation of rhodesia and nyasaland,1964,
federation of rhodesia and nyasaland,1965,
federation of rhodesia and nyasaland,1966,
federation of rhodesia and nyasaland,1967,
federation of rhodesia and nyasaland,1968,
federation of rhodesia and nyasaland,1969,
federation of rhodesia and nyasaland,1970,
federation of rhodesia and nyasaland,1971,
federation of rhodesia and nyasaland,1972,
federation of rhodesia and nyasaland,1973,
federation of rhodesia and nyasaland,1974,
federation of rhodesia and nyasaland,1975,
fernando po,1947,
fernando po,1952,
fernando po,1956,
fernando po,1957,
fernando po,1958,
fernando po,1959,
fernando po,1960,
fernando po,1961,
fernando po,1962,
fernando po,1963,
fernando po,1964,
fernando po,1965,
fernando po,1966,
fernando po,1967,
fernando po,1968,
fernando po,1969,
fernando po,1970,
fernando po,1971,
fernando po,1972,
fernando po,1973,
fernando po,1974,
fernando po,1975,
fernando po (guinea equatorial),1947,
fernando po (guinea equatorial),1952,
fernando po (guinea equatorial),1956,
fernando po (guinea equatorial),1957,
fernando po (guinea equatorial),1958,
fernando po (guinea equatorial),1959,
fernando po (guinea equatorial),1960,
fernando po (guinea equatorial),1961,
fernando po (guinea equatorial),1962,
fernando po (guinea equatorial),1963,
fernando po (guinea equatorial),1964,
fernando po (guinea equatorial),1965,
fernando po (guinea equatorial),1966,
fernando po (guinea equatorial),1967,
fernando po (guinea equatorial),1968,
fernando po (guinea equatorial),1969,
fernando po (guinea equatorial),1970,
fernando po (guinea equatorial),1971,
fernando po (guinea equatorial),1972,
fernando po (guinea equatorial),1973,
fernando po (guinea equatorial),1974,
fernando po (guinea equatorial),1975,
fernando po (see spanish africa),1947,
fernando po (see spanish africa),1952,
fernando po (see spanish africa),1956,
fernando po (see spanish africa),1957,
fernando po (see spanish africa),1958,
fernando po (see spanish africa),1959,
fernando po (see spanish africa),1960,
fernando po (see spanish africa),1961,
fernando po (see spanish africa),1962,
fernando po (see spanish africa),1963,
fernando po (see spanish africa),1964,
fernando po (see spanish africa),1965,
fernando po (see spanish africa),1966,
fernando po (see spanish africa),1967,
fernando po (see spanish africa),1968,
fernando po (see spanish africa),1969,
fernando po (see spanish africa),1970,
fernando po (see spanish africa),1971,
fernando po (see spanish africa),1972,
fernando po (see spanish africa),1973,
fernando po (see spanish africa),1974,
fernando po (see spanish africa),1975,
finland,1947,
finland,1952,
finland,1956,
finland,1957,
finland,1958,
finland,1959,
finland,1960,
finland,1961,
finland,1962,
finland,1963,
finland,1964,
finland,1965,
finland,1966,
finland,1967,
finland,1968,
finland,1969,
finland,1970,
finland,1971,
finland,1972,
finland,1973,
finland,1974,
finland,1975,
france,1947,
france,1952,
france,1956,
france,1957,
france,1958,
france,1959,
france,1960,
france,1961,
france,1962,
france,1963,
france,1964,
france,1965,
france,1966,
france,1967,
france,1968,
france,1969,
france,1970,
france,1971,
france,1972,
france,1973,
france,1974,
france,1975,
french guiana,1947,
french guiana,1952,
french guiana,1956,
french guiana,1957,
french guiana,1958,
french guiana,1959,
french guiana,1960,
french guiana,1961,
french guiana,1962,
french guiana,1963,
french guiana,1964,
french guiana,1965,
french guiana,1966,
french guiana,1967,
french guiana,1968,
french guiana,1969,
french guiana,1970,
french guiana,1971,
french guiana,1972,
french guiana,1973,
french guiana,1974,
french guiana,1975,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1947,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1952,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1956,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1957,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1958,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1959,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1960,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1961,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1962,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1963,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1964,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1965,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1966,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1967,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1968,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1969,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1970,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1971,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1972,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1973,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1974,
"french overseas departments (see guiana, french; guadeloupe; martinique)",1975,
french overseas departments listed separately,1947,
french overseas departments listed separately,1952,
french overseas departments listed separately,1956,
french overseas departments listed separately,1957,
french overseas departments listed separately,1958,
french overseas departments listed separately,1959,
french overseas departments listed separately,1960,
french overseas departments listed separately,1961,
french overseas departments listed separately,1962,
french overseas departments listed separately,1963,
french overseas departments listed separately,1964,
french overseas departments listed separately,1965,
french overseas departments listed separately,1966,
french overseas departments listed separately,1967,
french overseas departments listed separately,1968,
french overseas departments listed separately,1969,
french overseas departments listed separately,1970,
french overseas departments listed separately,1971,
french overseas departments listed separately,1972,
french overseas departments listed separately,1973,
french overseas departments listed separately,1974,
french overseas departments listed separately,1975,
french overseas departments listed separately (west. hemisphere),1947,
french overseas departments listed separately (west. hemisphere),1952,
french overseas departments listed separately (west. hemisphere),1956,
french overseas departments listed separately (west. hemisphere),1957,
french overseas departments listed separately (west. hemisphere),1958,
french overseas departments listed separately (west. hemisphere),1959,
french overseas departments listed separately (west. hemisphere),1960,
french overseas departments listed separately (west. hemisphere),1961,
french overseas departments listed separately (west. hemisphere),1962,
french overseas departments listed separately (west. hemisphere),1963,
french overseas departments listed separately (west. hemisphere),1964,
french overseas departments listed separately (west. hemisphere),1965,
french overseas departments listed separately (west. hemisphere),1966,
french overseas departments listed separately (west. hemisphere),1967,
french overseas departments listed separately (west. hemisphere),1968,
french overseas departments listed separately (west. hemisphere),1969,
french overseas departments listed separately (west. hemisphere),1970,
french overseas departments listed separately (west. hemisphere),1971,
french overseas departments listed separately (west. hemisphere),1972,
french overseas departments listed separately (west. hemisphere),1973,
french overseas departments listed separately (west. hemisphere),1974,
french overseas departments listed separately (west. hemisphere),1975,
french somaliland,1947,
french somaliland,1952,
french somaliland,1956,
french somaliland,1957,
french somaliland,1958,
french somaliland,1959,
french somaliland,1960,
french somaliland,1961,
french somaliland,1962,
french somaliland,1963,
french somaliland,1964,
french somaliland,1965,
french somaliland,1966,
french somaliland,1967,
french somaliland,1968,
french somaliland,1969,
french somaliland,1970,
french somaliland,1971,
french somaliland,1972,
french somaliland,1973,
french somaliland,1974,
french somaliland,1975,
french territory of the afars and issas (ftai),1947,
french territory of the afars and issas (ftai),1952,
french territory of the afars and issas (ftai),1956,
french territory of the afars and issas (ftai),1957,
french territory of the afars and issas (ftai),1958,
french territory of the afars and issas (ftai),1959,
french territory of the afars and issas (ftai),1960,
french territory of the afars and issas (ftai),1961,
french territory of the afars and issas (ftai),1962,
french territory of the afars and issas (ftai),1963,
french territory of the afars and issas (ftai),1964,
french territory of the afars and issas (ftai),1965,
french territory of the afars and issas (ftai),1966,
french territory of the afars and issas (ftai),1967,
french territory of the afars and issas (ftai),1968,
french territory of the afars and issas (ftai),1969,
french territory of the afars and issas (ftai),1970,
french territory of the afars and issas (ftai),1971,
french territory of the afars and issas (ftai),1972,
french territory of the afars and issas (ftai),1973,
french territory of the afars and issas (ftai),1974,
french territory of the afars and issas (ftai),1975,
gabon,1947,
gabon,1952,
gabon,1956,
gabon,1957,
gabon,1958,
gabon,1959,
gabon,1960,
gabon,1961,
gabon,1962,
gabon,1963,
gabon,1964,
gabon,1965,
gabon,1966,
gabon,1967,
gabon,1968,
gabon,1969,
gabon,1970,
gabon,1971,
gabon,1972,
gabon,1973,
gabon,1974,
gabon,1975,
gambia,1947,
gambia,1952,
gambia,1956,
gambia,1957,
gambia,1958,
gambia,1959,
gambia,1960,
gambia,1961,
gambia,1962,
gambia,1963,
gambia,1964,
gambia,1965,
gambia,1966,
gambia,1967,
gambia,1968,
gambia,1969,
gambia,1970,
gambia,1971,
gambia,1972,
gambia,1973,
gambia,1974,
gambia,1975,
gambia (british colony and protectorate),1947,
gambia (british colony and protectorate),1952,
gambia (british colony and protectorate),1956,
gambia (british colony and protectorate),1957,
gambia (british colony and protectorate),1958,
gambia (british colony and protectorate),1959,
gambia (british colony and protectorate),1960,
gambia (british colony and protectorate),1961,
gambia (british colony and protectorate),1962,
gambia (british colony and protectorate),1963,
gambia (british colony and protectorate),1964,
gambia (british colony and protectorate),1965,
gambia (british colony and protectorate),1966,
gambia (british colony and protectorate),1967,
gambia (british colony and protectorate),1968,
gambia (british colony and protectorate),1969,
gambia (british colony and protectorate),1970,
gambia (british colony and protectorate),1971,
gambia (british colony and protectorate),1972,
gambia (british colony and protectorate),1973,
gambia (british colony and protectorate),1974,
gambia (british colony and protectorate),1975,
german democratic republic,1947,
german democratic republic,1952,
german democratic republic,1956,
german democratic republic,1957,
german democratic republic,1958,
german democratic republic,1959,
german democratic republic,1960,
german democratic republic,1961,
german democratic republic,1962,
german democratic republic,1963,
german democratic republic,1964,
german democratic republic,1965,
german democratic republic,1966,
german democratic republic,1967,
german democratic republic,1968,
german democratic republic,1969,
german democratic republic,1970,
german democratic republic,1971,
german democratic republic,1972,
german democratic republic,1973,
german democratic republic,1974,
german democratic republic,1975,
germany (combined),1947,
germany (combined),1952,
germany (combined),1956,
germany (combined),1957,
germany (combined),1958,
germany (combined),1959,
germany (combined),1960,
germany (combined),1961,
germany (combined),1962,
germany (combined),1963,
germany (combined),1964,
germany (combined),1965,
germany (combined),1966,
germany (combined),1967,
germany (combined),1968,
germany (combined),1969,
germany (combined),1970,
germany (combined),1971,
germany (combined),1972,
germany (combined),1973,
germany (combined),1974,
germany (combined),1975,
germany (federal republic of germany),1947,
germany (federal republic of germany),1952,
germany (federal republic of germany),1956,
germany (federal republic of germany),1957,
germany (federal republic of germany),1958,
germany (federal republic of germany),1959,
germany (federal republic of germany),1960,
germany (federal republic of germany),1961,
germany (federal republic of germany),1962,
germany (federal republic of germany),1963,
germany (federal republic of germany),1964,
germany (federal republic of germany),1965,
germany (federal republic of germany),1966,
germany (federal republic of germany),1967,
germany (federal republic of germany),1968,
germany (federal republic of germany),1969,
germany (federal republic of germany),1970,
germany (federal republic of germany),1971,
germany (federal republic of germany),1972,
germany (federal republic of germany),1973,
germany (federal republic of germany),1974,
germany (federal republic of germany),1975,
germany (german democratic republic and east berlin),1947,
germany (german democratic republic and east berlin),1952,
germany (german democratic republic and east berlin),1956,
germany (german democratic republic and east berlin),1957,
germany (german democratic republic and east berlin),1958,
germany (german democratic republic and east berlin),1959,
germany (german democratic republic and east berlin),1960,
germany (german democratic republic and east berlin),1961,
germany (german democratic republic and east berlin),1962,
germany (german democratic republic and east berlin),1963,
germany (german democratic republic and east berlin),1964,
germany (german democratic republic and east berlin),1965,
germany (german democratic republic and east berlin),1966,
germany (german democratic republic and east berlin),1967,
germany (german democratic republic and east berlin),1968,
germany (german democratic republic and east berlin),1969,
germany (german democratic republic and east berlin),1970,
germany (german democratic republic and east berlin),1971,
germany (german democratic republic and east berlin),1972,
germany (german democratic republic and east berlin),1973,
germany (german democratic republic and east berlin),1974,
germany (german democratic republic and east berlin),1975,
germany (west berlin),1947,
germany (west berlin),1952,
germany (west berlin),1956,
germany (west berlin),1957,
germany (west berlin),1958,
germany (west berlin),1959,
germany (west berlin),1960,
germany (west berlin),1961,
germany (west berlin),1962,
germany (west berlin),1963,
germany (west berlin),1964,
germany (west berlin),1965,
germany (west berlin),1966,
germany (west berlin),1967,
germany (west berlin),1968,
germany (west berlin),1969,
germany (west berlin),1970,
germany (west berlin),1971,
germany (west berlin),1972,
germany (west berlin),1973,
germany (west berlin),1974,
germany (west berlin),1975,
"germany, east",1947,
"germany, east",1952,
"germany, east",1956,
"germany, east",1957,
"germany, east",1958,
"germany, east",1959,
"germany, east",1960,
"germany, east",1961,
"germany, east",1962,
"germany, east",1963,
"germany, east",1964,
"germany, east",1965,
"germany, east",1966,
"germany, east",1967,
"germany, east",1968,
"germany, east",1969,
"germany, east",1970,
"germany, east",1971,
"germany, east",1972,
"germany, east",1973,
"germany, east",1974,
"germany, east",1975,
"germany, federal republic of",1947,
"germany, federal republic of",1952,
"germany, federal republic of",1956,
"germany, federal republic of",1957,
"germany, federal republic of",1958,
"germany, federal republic of",1959,
"germany, federal republic of",1960,
"germany, federal republic of",1961,
"germany, federal republic of",1962,
"germany, federal republic of",1963,
"germany, federal republic of",1964,
"germany, federal republic of",1965,
"germany, federal republic of",1966,
"germany, federal republic of",1967,
"germany, federal republic of",1968,
"germany, federal republic of",1969,
"germany, federal republic of",1970,
"germany, federal republic of",1971,
"germany, federal republic of",1972,
"germany, federal republic of",1973,
"germany, federal republic of",1974,
"germany, federal republic of",1975,
"germany, west",1947,
"germany, west",1952,
"germany, west",1956,
"germany, west",1957,
"germany, west",1958,
"germany, west",1959,
"germany, west",1960,
"germany, west",1961,
"germany, west",1962,
"germany, west",1963,
"germany, west",1964,
"germany, west",1965,
"germany, west",1966,
"germany, west",1967,
"germany, west",1968,
"germany, west",1969,
"germany, west",1970,
"germany, west",1971,
"germany, west",1972,
"germany, west",1973,
"germany, west",1974,
"germany, west",1975,
ghana,1947,
ghana,1952,
ghana,1956,
ghana,1957,
ghana,1958,
ghana,1959,
ghana,1960,
ghana,1961,
ghana,1962,
ghana,1963,
ghana,1964,
ghana,1965,
ghana,1966,
ghana,1967,
ghana,1968,
ghana,1969,
ghana,1970,
ghana,1971,
ghana,1972,
ghana,1973,
ghana,1974,
ghana,1975,
great britain,1947,
great britain,1952,
great britain,1956,
great britain,1957,
great britain,1958,
great britain,1959,
great britain,1960,
great britain,1961,
great britain,1962,
great britain,1963,
great britain,1964,
great britain,1965,
great britain,1966,
great britain,1967,
great britain,1968,
great britain,1969,
great britain,1970,
great britain,1971,
great britain,1972,
great britain,1973,
great britain,1974,
great britain,1975,
greece,1947,
greece,1952,
greece,1956,
greece,1957,
greece,1958,
greece,1959,
greece,1960,
greece,1961,
greece,1962,
greece,1963,
greece,1964,
greece,1965,
greece,1966,
greece,1967,
greece,1968,
greece,1969,
greece,1970,
greece,1971,
greece,1972,
greece,1973,
greece,1974,
greece,1975,
guadeloupe,1947,
guadeloupe,1952,
guadeloupe,1956,
guadeloupe,1957,
guadeloupe,1958,
guadeloupe,1959,
guadeloupe,1960,
guadeloupe,1961,
guadeloupe,1962,
guadeloupe,1963,
guadeloupe,1964,
guadeloupe,1965,
guadeloupe,1966,
guadeloupe,1967,
guadeloupe,1968,
guadeloupe,1969,
guadeloupe,1970,
guadeloupe,1971,
guadeloupe,1972,
guadeloupe,1973,
guadeloupe,1974,
guadeloupe,1975,
guatemala,1947,
guatemala,1952,
guatemala,1956,
guatemala,1957,
guatemala,1958,
guatemala,1959,
guatemala,1960,
guatemala,1961,
guatemala,1962,
guatemala,1963,
guatemala,1964,
guatemala,1965,
guatemala,1966,
guatemala,1967,
guatemala,1968,
guatemala,1969,
guatemala,1970,
guatemala,1971,
guatemala,1972,
guatemala,1973,
guatemala,1974,
guatemala,1975,
"guiana, british",1947,
"guiana, british",1952,
"guiana, british",1956,
"guiana, british",1957,
"guiana, british",1958,
"guiana, british",1959,
"guiana, british",1960,
"guiana, british",1961,
"guiana, british",1962,
"guiana, british",1963,
"guiana, british",1964,
"guiana, british",1965,
"guiana, british",1966,
"guiana, british",1967,
"guiana, british",1968,
"guiana, british",1969,
"guiana, british",1970,
"guiana, british",1971,
"guiana, british",1972,
"guiana, british",1973,
"guiana, british",1974,
"guiana, british",1975,
"guiana, french",1947,
"guiana, french",1952,
"guiana, french",1956,
"guiana, french",1957,
"guiana, french",1958,
"guiana, french",1959,
"guiana, french",1960,
"guiana, french",1961,
"guiana, french",1962,
"guiana, french",1963,
"guiana, french",1964,
"guiana, french",1965,
"guiana, french",1966,
"guiana, french",1967,
"guiana, french",1968,
"guiana, french",1969,
"guiana, french",1970,
"guiana, french",1971,
"guiana, french",1972,
"guiana, french",1973,
"guiana, french",1974,
"guiana, french",1975,
guinea,1947,
guinea,1952,
guinea,1956,
guinea,1957,
guinea,1958,
guinea,1959,
guinea,1960,
guinea,1961,
guinea,1962,
guinea,1963,
guinea,1964,
guinea,1965,
guinea,1966,
guinea,1967,
guinea,1968,
guinea,1969,
guinea,1970,
guinea,1971,
guinea,1972,
guinea,1973,
guinea,1974,
guinea,1975,
"guinea, equatorial",1947,
"guinea, equatorial",1952,
"guinea, equatorial",1956,
"guinea, equatorial",1957,
"guinea, equatorial",1958,
"guinea, equatorial",1959,
"guinea, equatorial",1960,
"guinea, equatorial",1961,
"guinea, equatorial",1962,
"guinea, equatorial",1963,
"guinea, equatorial",1964,
"guinea, equatorial",1965,
"guinea, equatorial",1966,
"guinea, equatorial",1967,
"guinea, equatorial",1968,
"guinea, equatorial",1969,
"guinea, equatorial",1970,
"guinea, equatorial",1971,
"guinea, equatorial",1972,
"guinea, equatorial",1973,
"guinea, equatorial",1974,
"guinea, equatorial",1975,
"guinea, equatorial (see spanish africa)",1947,
"guinea, equatorial (see spanish africa)",1952,
"guinea, equatorial (see spanish africa)",1956,
"guinea, equatorial (see spanish africa)",1957,
"guinea, equatorial (see spanish africa)",1958,
"guinea, equatorial (see spanish africa)",1959,
"guinea, equatorial (see spanish africa)",1960,
"guinea, equatorial (see spanish africa)",1961,
"guinea, equatorial (see spanish africa)",1962,
"guinea, equatorial (see spanish africa)",1963,
"guinea, equatorial (see spanish africa)",1964,
"guinea, equatorial (see spanish africa)",1965,
"guinea, equatorial (see spanish africa)",1966,
"guinea, equatorial (see spanish africa)",1967,
"guinea, equatorial (see spanish africa)",1968,
"guinea, equatorial (see spanish africa)",1969,
"guinea, equatorial (see spanish africa)",1970,
"guinea, equatorial (see spanish africa)",1971,
"guinea, equatorial (see spanish africa)",1972,
"guinea, equatorial (see spanish africa)",1973,
"guinea, equatorial (see spanish africa)",1974,
"guinea, equatorial (see spanish africa)",1975,
"guinea, portuguese",1947,
"guinea, portuguese",1952,
"guinea, portuguese",1956,
"guinea, portuguese",1957,
"guinea, portuguese",1958,
"guinea, portuguese",1959,
"guinea, portuguese",1960,
"guinea, portuguese",1961,
"guinea, portuguese",1962,
"guinea, portuguese",1963,
"guinea, portuguese",1964,
"guinea, portuguese",1965,
"guinea, portuguese",1966,
"guinea, portuguese",1967,
"guinea, portuguese",1968,
"guinea, portuguese",1969,
"guinea, portuguese",1970,
"guinea, portuguese",1971,
"guinea, portuguese",1972,
"guinea, portuguese",1973,
"guinea, portuguese",1974,
"guinea, portuguese",1975,
"guinea, portuguese (see portuguese africa)",1947,
"guinea, portuguese (see portuguese africa)",1952,
"guinea, portuguese (see portuguese africa)",1956,
"guinea, portuguese (see portuguese africa)",1957,
"guinea, portuguese (see portuguese africa)",1958,
"guinea, portuguese (see portuguese africa)",1959,
"guinea, portuguese (see portuguese africa)",1960,
"guinea, portuguese (see portuguese africa)",1961,
"guinea, portuguese (see portuguese africa)",1962,
"guinea, portuguese (see portuguese africa)",1963,
"guinea, portuguese (see portuguese africa)",1964,
"guinea, portuguese (see portuguese africa)",1965,
