row_id,country,varname,year,value,source_id
180,democratic republic of the congo,cp_membership_num,1968,50,1924-1968_hsssd_cp_membership.csv
181,costa rica,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
182,costa rica,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
183,costa rica,cp_membership_num,1947,20000,1924-1968_hsssd_cp_membership.csv
184,costa rica,cp_membership_num,1960,300,1924-1968_hsssd_cp_membership.csv
185,costa rica,cp_membership_num,1965,300,1924-1968_hsssd_cp_membership.csv
186,costa rica,cp_membership_num,1968,600,1924-1968_hsssd_cp_membership.csv
187,cuba,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
188,cuba,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
189,cuba,cp_membership_num,1947,200000,1924-1968_hsssd_cp_membership.csv
190,cuba,cp_membership_num,1960,27000,1924-1968_hsssd_cp_membership.csv
191,cuba,cp_membership_num,1965,35000,1924-1968_hsssd_cp_membership.csv
192,cuba,cp_membership_num,1968,60000,1924-1968_hsssd_cp_membership.csv
193,cyprus,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
194,cyprus,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
195,cyprus,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
196,cyprus,cp_membership_num,1960,5000,1924-1968_hsssd_cp_membership.csv
197,cyprus,cp_membership_num,1965,10000,1924-1968_hsssd_cp_membership.csv
198,cyprus,cp_membership_num,1968,13000,1924-1968_hsssd_cp_membership.csv
199,czechoslovakia,cp_membership_num,1924,138996,1924-1968_hsssd_cp_membership.csv
200,czechoslovakia,cp_membership_num,1928,150000,1924-1968_hsssd_cp_membership.csv
201,czechoslovakia,cp_membership_num,1947,250000,1924-1968_hsssd_cp_membership.csv
202,czechoslovakia,cp_membership_num,1960,1500000,1924-1968_hsssd_cp_membership.csv
203,czechoslovakia,cp_membership_num,1965,1676509,1924-1968_hsssd_cp_membership.csv
204,czechoslovakia,cp_membership_num,1968,1700000,1924-1968_hsssd_cp_membership.csv
205,benin,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
206,benin,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
207,benin,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
208,benin,cp_membership_num,1960,0,1924-1968_hsssd_cp_membership.csv
209,benin,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
210,benin,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
211,denmark,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
212,denmark,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
213,denmark,cp_membership_num,1947,60000,1924-1968_hsssd_cp_membership.csv
214,denmark,cp_membership_num,1960,5000,1924-1968_hsssd_cp_membership.csv
215,denmark,cp_membership_num,1965,5000,1924-1968_hsssd_cp_membership.csv
216,denmark,cp_membership_num,1968,6000,1924-1968_hsssd_cp_membership.csv
217,dominican republic,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
218,dominican republic,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
219,dominican republic,cp_membership_num,1947,2000,1924-1968_hsssd_cp_membership.csv
220,dominican republic,cp_membership_num,1960,50,1924-1968_hsssd_cp_membership.csv
221,dominican republic,cp_membership_num,1965,NA,1924-1968_hsssd_cp_membership.csv
222,dominican republic,cp_membership_num,1968,1100,1924-1968_hsssd_cp_membership.csv
223,ecuador,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
224,ecuador,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
225,ecuador,cp_membership_num,1947,2500,1924-1968_hsssd_cp_membership.csv
226,ecuador,cp_membership_num,1960,1000,1924-1968_hsssd_cp_membership.csv
227,ecuador,cp_membership_num,1965,2500,1924-1968_hsssd_cp_membership.csv
228,ecuador,cp_membership_num,1968,1650,1924-1968_hsssd_cp_membership.csv
229,el salvador,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
230,el salvador,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
231,el salvador,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
232,el salvador,cp_membership_num,1960,1000,1924-1968_hsssd_cp_membership.csv
233,el salvador,cp_membership_num,1965,200,1924-1968_hsssd_cp_membership.csv
234,el salvador,cp_membership_num,1968,200,1924-1968_hsssd_cp_membership.csv
235,ethiopia,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
236,ethiopia,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
237,ethiopia,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
238,ethiopia,cp_membership_num,1960,50,1924-1968_hsssd_cp_membership.csv
239,ethiopia,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
240,ethiopia,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
241,finland,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
242,finland,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
243,finland,cp_membership_num,1947,25000,1924-1968_hsssd_cp_membership.csv
244,finland,cp_membership_num,1960,32500,1924-1968_hsssd_cp_membership.csv
245,finland,cp_membership_num,1965,40000,1924-1968_hsssd_cp_membership.csv
246,finland,cp_membership_num,1968,49000,1924-1968_hsssd_cp_membership.csv
247,france,cp_membership_num,1924,68187,1924-1968_hsssd_cp_membership.csv
248,france,cp_membership_num,1928,52376,1924-1968_hsssd_cp_membership.csv
249,france,cp_membership_num,1947,1300000,1924-1968_hsssd_cp_membership.csv
250,france,cp_membership_num,1960,250000,1924-1968_hsssd_cp_membership.csv
251,france,cp_membership_num,1965,260000,1924-1968_hsssd_cp_membership.csv
252,france,cp_membership_num,1968,275000,1924-1968_hsssd_cp_membership.csv
253,djibouti,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
254,djibouti,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
255,djibouti,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
256,djibouti,cp_membership_num,1960,NA,1924-1968_hsssd_cp_membership.csv
257,djibouti,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
258,djibouti,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
259,gabon,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
260,gabon,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
261,gabon,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
262,gabon,cp_membership_num,1960,0,1924-1968_hsssd_cp_membership.csv
263,gabon,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
264,gabon,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
265,gambia,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
266,gambia,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
267,gambia,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
268,gambia,cp_membership_num,1960,NA,1924-1968_hsssd_cp_membership.csv
269,gambia,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
270,gambia,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
271,east germany,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
272,east germany,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
273,east germany,cp_membership_num,1947,1600000,1924-1968_hsssd_cp_membership.csv
274,east germany,cp_membership_num,1960,1472930,1924-1968_hsssd_cp_membership.csv
275,east germany,cp_membership_num,1965,1610679,1924-1968_hsssd_cp_membership.csv
276,east germany,cp_membership_num,1968,1769912,1924-1968_hsssd_cp_membership.csv
277,west germany,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
278,west germany,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
279,west germany,cp_membership_num,1947,350000,1924-1968_hsssd_cp_membership.csv
280,west germany,cp_membership_num,1960,50000,1924-1968_hsssd_cp_membership.csv
281,west germany,cp_membership_num,1965,50000,1924-1968_hsssd_cp_membership.csv
282,west germany,cp_membership_num,1968,7000,1924-1968_hsssd_cp_membership.csv
283,germany (combined),cp_membership_num,1924,121394,1924-1968_hsssd_cp_membership.csv
284,germany (combined),cp_membership_num,1928,124729,1924-1968_hsssd_cp_membership.csv
285,germany (combined),cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
286,germany (combined),cp_membership_num,1960,NA,1924-1968_hsssd_cp_membership.csv
287,germany (combined),cp_membership_num,1965,NA,1924-1968_hsssd_cp_membership.csv
288,germany (combined),cp_membership_num,1968,NA,1924-1968_hsssd_cp_membership.csv
289,ghana,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
290,ghana,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
291,ghana,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
292,ghana,cp_membership_num,1960,50,1924-1968_hsssd_cp_membership.csv
293,ghana,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
294,ghana,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
295,greece,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
296,greece,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
297,greece,cp_membership_num,1947,250000,1924-1968_hsssd_cp_membership.csv
298,greece,cp_membership_num,1960,20000,1924-1968_hsssd_cp_membership.csv
299,greece,cp_membership_num,1965,20000,1924-1968_hsssd_cp_membership.csv
300,greece,cp_membership_num,1968,27000,1924-1968_hsssd_cp_membership.csv
301,guadeloupe,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
302,guadeloupe,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
303,guadeloupe,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
304,guadeloupe,cp_membership_num,1960,3000,1924-1968_hsssd_cp_membership.csv
305,guadeloupe,cp_membership_num,1965,1000,1924-1968_hsssd_cp_membership.csv
306,guadeloupe,cp_membership_num,1968,1300,1924-1968_hsssd_cp_membership.csv
307,guatemala,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
308,guatemala,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
309,guatemala,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
310,guatemala,cp_membership_num,1960,1200,1924-1968_hsssd_cp_membership.csv
311,guatemala,cp_membership_num,1965,1300,1924-1968_hsssd_cp_membership.csv
312,guatemala,cp_membership_num,1968,750,1924-1968_hsssd_cp_membership.csv
313,french guiana,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
314,french guiana,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
315,french guiana,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
316,french guiana,cp_membership_num,1960,50,1924-1968_hsssd_cp_membership.csv
317,french guiana,cp_membership_num,1965,50,1924-1968_hsssd_cp_membership.csv
318,french guiana,cp_membership_num,1968,50,1924-1968_hsssd_cp_membership.csv
319,guinea,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
320,guinea,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
321,guinea,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
322,guinea,cp_membership_num,1960,50,1924-1968_hsssd_cp_membership.csv
323,guinea,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
324,guinea,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
325,equatorial guinea,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
326,equatorial guinea,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
327,equatorial guinea,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
328,equatorial guinea,cp_membership_num,1960,NA,1924-1968_hsssd_cp_membership.csv
329,equatorial guinea,cp_membership_num,1965,NA,1924-1968_hsssd_cp_membership.csv
330,equatorial guinea,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
331,guinea-bissau,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
332,guinea-bissau,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
333,guinea-bissau,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
334,guinea-bissau,cp_membership_num,1960,NA,1924-1968_hsssd_cp_membership.csv
335,guinea-bissau,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
336,guinea-bissau,cp_membership_num,1968,0,1924-1968_hsssd_cp_membership.csv
337,guyana,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
338,guyana,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
339,guyana,cp_membership_num,1947,NA,1924-1968_hsssd_cp_membership.csv
340,guyana,cp_membership_num,1960,6000,1924-1968_hsssd_cp_membership.csv
341,guyana,cp_membership_num,1965,0,1924-1968_hsssd_cp_membership.csv
342,guyana,cp_membership_num,1968,100,1924-1968_hsssd_cp_membership.csv
343,haiti,cp_membership_num,1924,NA,1924-1968_hsssd_cp_membership.csv
344,haiti,cp_membership_num,1928,NA,1924-1968_hsssd_cp_membership.csv
345,haiti,cp_membership_num,1947,500,1924-1968_hsssd_cp_membership.csv
